0.30   , 8.35  
0.285 , 7.73  
0.27   , 7.65  
0.255 , 7.13  
0.24   , 6.83  
0.225 , 6.60  
0.21   , 6.40  
0.195 , 5.84  
0.18   , 5.24  
0.165 , 5.06   
